"cod_unico","hda_nombre","NDVI","NBR","Alerta_Combustion"
"PR08010500212A",NA,NA,NA,NA
"PR08010500212A",NA,NA,NA,NA
"PR08010500212A",NA,NA,NA,NA
"PR08010500212A",NA,NA,NA,NA
"PR08010500212A",NA,NA,NA,NA
"PR08010500212A",NA,NA,NA,NA
"PR08010500212A",NA,NA,NA,NA
"PR08010500212A",NA,NA,NA,NA
"PR08015000005A",NA,NA,NA,NA
"PR08015000005A",NA,NA,NA,NA
"PR08015000005A",NA,NA,NA,NA
"PR08251700008B",NA,0.081723202222284,0.16959427018755,NA
"PR08010100010A",NA,NA,NA,NA
"PR08028500005C",NA,NA,NA,NA
"PR080101000007",NA,0.185660448592473,0.359419777653025,NA
"PR080101000007",NA,0.210200578634093,0.333658647849238,NA
"PR080101000007",NA,NA,NA,NA
"PR080101000007",NA,NA,NA,NA
"PR080101000007",NA,NA,NA,NA
"PR080101000007",NA,NA,NA,NA
"PR080101000007",NA,NA,NA,NA
"PR080101000007",NA,NA,NA,NA
"PR080101000007",NA,0.00282785436138511,0.235089242458344,NA
"PR080101000007",NA,0.0453190154497071,0.366564008085303,NA
"PR080113000424",NA,NA,NA,NA
"PR080113000424",NA,NA,NA,NA
"PR080113000413",NA,NA,NA,NA
"PR080113000413",NA,NA,NA,NA
"PR080113000413",NA,NA,NA,NA
"PR080113000413",NA,NA,NA,NA
"PR080113000413",NA,NA,NA,NA
"PR080113000413",NA,NA,NA,NA
"PR080113000413",NA,NA,NA,NA
"PR080113000413",NA,NA,NA,NA
"PR080113000409",NA,0.804979906791783,0.655155125923678,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000409",NA,0.814766191656282,0.66593955523606,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000410",NA,0.802762720679726,0.6519989921438,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000410",NA,0.807887521867918,0.661767851011805,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000410",NA,0.604666578538209,0.289578637885816,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000410",NA,NA,NA,NA
"PR080113000410",NA,NA,NA,NA
"PR080113000410",NA,0.628783705702709,0.380041240328915,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000410",NA,NA,NA,NA
"PR080113000410",NA,NA,NA,NA
"PR080151000010",NA,0.733846464033495,0.53605172447031,"BAJA (Cultivo Sano/Húmedo)"
"PR080151000010",NA,0.692553665105498,0.53665529647482,"BAJA (Cultivo Sano/Húmedo)"
"PR080151000010",NA,0.250901234173296,0.310090545533861,"INTERMEDIA"
"PR080151000010",NA,0.67827588369449,0.539823936013614,"BAJA (Cultivo Sano/Húmedo)"
"PR080151000010",NA,0.80046104584704,0.593310544333786,"BAJA (Cultivo Sano/Húmedo)"
"PR080151000010",NA,0.714614479365707,0.518915977426114,"BAJA (Cultivo Sano/Húmedo)"
"PR080151000010",NA,0.237456327048123,-0.0252831455618599,"ALTA (Extrema Resequedad)"
"PR080151000010",NA,0.344549609046516,0.082455612833978,"INTERMEDIA"
"PR080151000010",NA,0.213276694306472,0.00208135444262495,"ALTA (Extrema Resequedad)"
"PR080151000001",NA,0.392043908355992,-0.0355786166338266,"INTERMEDIA"
"PR080151000004",NA,0.516818269102938,0.124347367179554,"INTERMEDIA"
"PR080151000004",NA,0.514901166576717,0.0670310592812187,"INTERMEDIA"
"PR080151000004",NA,0.498179815026162,0.0702530832503784,"INTERMEDIA"
"PR08015100001A",NA,0.43171358347457,-0.0689281666486585,"INTERMEDIA"
"PR08015100001A",NA,0.436565255184382,-0.0326726872412557,"INTERMEDIA"
"PR080151000002",NA,0.792430571783548,0.528756242051101,"BAJA (Cultivo Sano/Húmedo)"
"PR080151000002",NA,0.818008663225005,0.595194546756003,"BAJA (Cultivo Sano/Húmedo)"
"PR080151000002",NA,0.790305430250155,0.569624047255142,"BAJA (Cultivo Sano/Húmedo)"
"PR082511000002",NA,NA,NA,NA
"PR082511000002",NA,NA,NA,NA
"PR082511000002",NA,NA,NA,NA
"PR082511000002",NA,NA,NA,NA
"PR082511000002",NA,NA,NA,NA
"PR082511000002",NA,NA,NA,NA
"PR08010100010B",NA,NA,NA,NA
"PR08010100010B",NA,NA,NA,NA
"PR08010100010F",NA,NA,NA,NA
"PR08010100010D",NA,NA,NA,NA
"PR08010400161B",NA,NA,NA,NA
"PR08010400161B",NA,NA,NA,NA
"PR08010400161B",NA,NA,NA,NA
"PR08010400161B",NA,NA,NA,NA
"PR08010400161B",NA,NA,NA,NA
"PR08010400161B",NA,NA,NA,NA
"PR08010400161B",NA,NA,NA,NA
"PR08010400152A",NA,0.797038537864498,0.643166254604606,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000157",NA,0.741291330211748,0.694654600714319,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000157",NA,0.779023171825411,0.650728213675071,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000157",NA,0.804987760575564,0.718161315776779,"BAJA (Cultivo Sano/Húmedo)"
"PR080110000350",NA,NA,NA,NA
"PR080110000350",NA,NA,NA,NA
"PR080110000350",NA,NA,NA,NA
"PR080110000350",NA,NA,NA,NA
"PR080113000400",NA,NA,NA,NA
"PR080113000400",NA,NA,NA,NA
"PR080113000400",NA,NA,NA,NA
"PR080113000400",NA,NA,NA,NA
"PR080113000400",NA,NA,NA,NA
"PR080113000401",NA,NA,NA,NA
"PR080113000401",NA,NA,NA,NA
"PR080113000401",NA,NA,NA,NA
"PR080113000401",NA,NA,NA,NA
"PR080113000401",NA,NA,NA,NA
"PR08015000007B",NA,NA,NA,NA
"PR08015000007A",NA,NA,NA,NA
"PR08015000007A",NA,NA,NA,NA
"PR080128000014",NA,0.777066307063351,0.631930010588939,"BAJA (Cultivo Sano/Húmedo)"
"PR080128000014",NA,0.304044770367991,0.0254197954079212,"INTERMEDIA"
"PR080128000014",NA,0.766780397861263,0.638812198790397,"BAJA (Cultivo Sano/Húmedo)"
"PR080128000014",NA,0.700542073520773,0.613489751986434,"BAJA (Cultivo Sano/Húmedo)"
"PR080128000014",NA,0.73091990275671,0.500721001685066,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000417",NA,NA,NA,NA
"PR080113000417",NA,NA,NA,NA
"PR080113000417",NA,NA,NA,NA
"PR080113000417",NA,NA,NA,NA
"PR080113000417",NA,NA,NA,NA
"PR080113000417",NA,NA,NA,NA
"PR080113000417",NA,NA,NA,NA
"PR080169000009",NA,NA,NA,NA
"PR080169000008",NA,NA,NA,NA
"PR08010700305A",NA,NA,NA,NA
"PR08010700305A",NA,NA,NA,NA
"PR08010700300A",NA,NA,NA,NA
"PR080107000300",NA,NA,NA,NA
"PR080107000300",NA,NA,NA,NA
"PR080107000300",NA,NA,NA,NA
"PR08010700302A",NA,NA,NA,NA
"PR08010700302A",NA,NA,NA,NA
"PR08010700302A",NA,NA,NA,NA
"PR080105000203",NA,NA,NA,NA
"PR080105000203",NA,NA,NA,NA
"PR080105000203",NA,NA,NA,NA
"PR080105000203",NA,NA,NA,NA
"PR080105000203",NA,NA,NA,NA
"PR080124000001",NA,NA,NA,NA
"PR080124000001",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR08012400014C",NA,NA,NA,NA
"PR080124000005",NA,NA,NA,NA
"PR080124000005",NA,NA,NA,NA
"PR080124000009",NA,NA,NA,NA
"PR080124000009",NA,NA,NA,NA
"PR080124000009",NA,NA,NA,NA
"PR080124000009",NA,NA,NA,NA
"PR080124000009",NA,NA,NA,NA
"PR080124000009",NA,NA,NA,NA
"PR080124000009",NA,NA,NA,NA
"PR080151000005",NA,0.411596014958207,0.245293756600158,"INTERMEDIA"
"PR080151000005",NA,0.223101799057508,0.176595466761567,NA
"PR08015100010B",NA,0.603082536588311,0.469676620685941,"BAJA (Cultivo Sano/Húmedo)"
"PR08015100010B",NA,0.534197517205718,0.326874749576297,"INTERMEDIA"
"PR08015100010B",NA,0.556757897271219,0.199827804844128,"INTERMEDIA"
"PR08015100010B",NA,0.448051875364696,0.128613156841156,"INTERMEDIA"
"PR08010700305C",NA,NA,NA,NA
"PR08010700305C",NA,NA,NA,NA
"PR08010500201B",NA,NA,NA,NA
"PR08010500201B",NA,NA,NA,NA
"PR08010100013B",NA,NA,NA,NA
"PR08010100013B",NA,NA,NA,NA
"PR08010100013B",NA,NA,NA,NA
"PR08010100016D",NA,NA,NA,NA
"PR08010700301Z",NA,NA,NA,NA
"PR08010700301Z",NA,NA,NA,NA
"PR080107000301",NA,NA,NA,NA
"PR080107000301",NA,NA,NA,NA
"PR080107000301",NA,NA,NA,NA
"PR08010700303Z",NA,NA,NA,NA
"PR080107000306",NA,NA,NA,NA
"PR080107000306",NA,NA,NA,NA
"PR080107000306",NA,NA,NA,NA
"PR080107000306",NA,NA,NA,NA
"PR080121000041",NA,NA,NA,NA
"PR080121000041",NA,NA,NA,NA
"PR080121000041",NA,NA,NA,NA
"PR080121000041",NA,NA,NA,NA
"PR080203000002",NA,NA,NA,NA
"PR080203000003",NA,NA,NA,NA
"PR080203000003",NA,NA,NA,NA
"PR080203000003",NA,NA,NA,NA
"PR080203000004",NA,NA,NA,NA
"PR080203000004",NA,NA,NA,NA
"PR080203000004",NA,NA,NA,NA
"PR080203000005",NA,NA,NA,NA
"PR080203000005",NA,NA,NA,NA
"PR080203000005",NA,NA,NA,NA
"PR08020300007A",NA,NA,NA,NA
"PR08020300007A",NA,NA,NA,NA
"PR08020300007A",NA,NA,NA,NA
"PR082512000002",NA,NA,NA,NA
"PR082512000002",NA,NA,NA,NA
"PR082512000002",NA,NA,NA,NA
"PR08012100053Z",NA,NA,NA,NA
"PR08012100053Z",NA,NA,NA,NA
"PR08010400162A",NA,NA,NA,NA
"PR08010400162A",NA,NA,NA,NA
"PR08010400162A",NA,NA,NA,NA
"PR08010400162A",NA,NA,NA,NA
"PR08010400162A",NA,NA,NA,NA
"PR080104000161",NA,NA,NA,NA
"PR080104000161",NA,NA,NA,NA
"PR080104000161",NA,NA,NA,NA
"PR080104000161",NA,NA,NA,NA
"PR080104000161",NA,NA,NA,NA
"PR080104000161",NA,NA,NA,NA
"PR080104000161",NA,NA,NA,NA
"PR080104000161",NA,NA,NA,NA
"PR080216000002",NA,NA,NA,NA
"PR080216000002",NA,NA,NA,NA
"PR080216000002",NA,NA,NA,NA
"PR080216000002",NA,NA,NA,NA
"PR080216000002",NA,NA,NA,NA
"PR080150000003",NA,NA,NA,NA
"PR080150000003",NA,NA,NA,NA
"PR080150000003",NA,NA,NA,NA
"PR080150000003",NA,NA,NA,NA
"PR08015500004B",NA,0.0655868679619602,-0.052062120851925,"ALTA (Extrema Resequedad)"
"PR08015500004B",NA,0.112976440902379,0.0522638730415424,"ALTA (Extrema Resequedad)"
"PR08015500003A",NA,0.389726629972122,0.362434265120773,"INTERMEDIA"
"PR080113000400",NA,0.583921651045481,0.281124969323476,"INTERMEDIA"
"PR080113000400",NA,NA,NA,NA
"PR080113000415",NA,0.507971420786232,0.285847718270405,"INTERMEDIA"
"PR080113000406",NA,0.586934103374175,0.297080012966529,"INTERMEDIA"
"PR080113000406",NA,0.578486975615587,0.274485429118048,"INTERMEDIA"
"PR080113000406",NA,0.571658856859427,0.262950664961204,"INTERMEDIA"
"PR080113000406",NA,0.60815695937592,0.319083509944631,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000406",NA,0.629609175658084,0.329404241237611,"BAJA (Cultivo Sano/Húmedo)"
"PR08011300407A",NA,0.354377112502284,0.032394869093831,"INTERMEDIA"
"PR080113000405",NA,0.193984922435395,-0.212591524503474,"ALTA (Extrema Resequedad)"
"PR080113000405",NA,0.125043119612916,-0.223758142314892,"ALTA (Extrema Resequedad)"
"PR080113000405",NA,0.176295391833589,-0.163454895912112,"ALTA (Extrema Resequedad)"
"PR080113000405",NA,0.143816807684155,-0.190250089547956,"ALTA (Extrema Resequedad)"
"PR080113000405",NA,0.362654276043041,0.0751667815344591,"INTERMEDIA"
"PR08011300404A",NA,0.748434284619091,0.55917738790063,"BAJA (Cultivo Sano/Húmedo)"
"PR080113000412",NA,NA,NA,NA
"PR080113000412",NA,NA,NA,NA
"PR080113000412",NA,NA,NA,NA
"PR080113000412",NA,NA,NA,NA
"PR080113000412",NA,NA,NA,NA
"PR08010400154A",NA,0.544393849306865,0.221721187184248,"INTERMEDIA"
"PR08010400154A",NA,0.568143204149253,0.280659949611984,"INTERMEDIA"
"PR08016900007A",NA,NA,NA,NA
"PR08016900006A",NA,NA,NA,NA
"PR080169000005",NA,NA,NA,NA
"PR080169000005",NA,NA,NA,NA
"PR080169000004",NA,NA,NA,NA
"PR080169000003",NA,NA,NA,NA
"PR080169000002",NA,NA,NA,NA
"PR080169000002",NA,NA,NA,NA
"PR080104000154",NA,0.723935196899937,0.598529251341953,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000154",NA,0.727783497669,0.55699513507246,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000154",NA,0.729402530033936,0.571700400810356,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000154",NA,0.757199318320766,0.651877953615724,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000154",NA,0.787942773880676,0.682020509104134,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000154",NA,0.734349660890147,0.612740038755855,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000154",NA,0.624359691156552,0.513286465456795,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000154",NA,0.783592396534868,0.666264268093613,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000154",NA,0.758685229805674,0.633792530481299,"BAJA (Cultivo Sano/Húmedo)"
"PR080257000013",NA,NA,NA,NA
"PR080257000013",NA,NA,NA,NA
"PR080257000013",NA,NA,NA,NA
"PR080257000017",NA,NA,NA,NA
"PR080257000017",NA,NA,NA,NA
"PR080257000017",NA,NA,NA,NA
"PR080257000017",NA,NA,NA,NA
"PR080257000017",NA,NA,NA,NA
"PR080257000017",NA,NA,NA,NA
"PR080257000017",NA,NA,NA,NA
"PR080257000017",NA,NA,NA,NA
"PR08025700018A",NA,NA,NA,NA
"PR08025700018A",NA,NA,NA,NA
"PR080257000019",NA,NA,NA,NA
"PR080257000019",NA,NA,NA,NA
"PR080257000019",NA,NA,NA,NA
"PR080257000019",NA,NA,NA,NA
"PR080257000019",NA,NA,NA,NA
"PR080257000028",NA,NA,NA,NA
"PR080257000028",NA,NA,NA,NA
"PR080257000028",NA,NA,NA,NA
"PR080257000028",NA,NA,NA,NA
"PR08025700015A",NA,NA,NA,NA
"PR08025700015A",NA,NA,NA,NA
"PR080257000016",NA,NA,NA,NA
"PR080257000016",NA,NA,NA,NA
"PR080257000016",NA,NA,NA,NA
"PR080257000016",NA,NA,NA,NA
"PR080257000015",NA,NA,NA,NA
"PR080257000015",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR082511000001",NA,NA,NA,NA
"PR08011400606Y",NA,NA,NA,NA
"PR08011400606Y",NA,NA,NA,NA
"PR08011400606Y",NA,NA,NA,NA
"PR08011400520A",NA,NA,NA,NA
"PR08011400520A",NA,NA,NA,NA
"PR08011400520A",NA,NA,NA,NA
"PR08011400520A",NA,NA,NA,NA
"PR080202000999",NA,0.643809267508214,0.395117067608525,"BAJA (Cultivo Sano/Húmedo)"
"PR080202000999",NA,0.642147954316302,0.382596375016411,"BAJA (Cultivo Sano/Húmedo)"
"PR080202000999",NA,0.666696857224331,0.444979755124581,"BAJA (Cultivo Sano/Húmedo)"
"PR080202000999",NA,0.673647190586313,0.458737653233682,"BAJA (Cultivo Sano/Húmedo)"
"PR08020200999A",NA,0.306033082263439,-0.0890447535095201,"INTERMEDIA"
"PR08020200999A",NA,0.337480967561523,0.0175503877253637,"INTERMEDIA"
"PR080102000055",NA,NA,NA,NA
"PR080102000055",NA,NA,NA,NA
"PR080102000055",NA,NA,NA,NA
"PR080102000055",NA,NA,NA,NA
"PR080102000055",NA,NA,NA,NA
"PR080102000055",NA,NA,NA,NA
"PR080102000055",NA,NA,NA,NA
"PR080102000055",NA,NA,NA,NA
"PR08010200065B",NA,NA,NA,NA
"PR08010200065B",NA,NA,NA,NA
"PR080102000056",NA,NA,NA,NA
"PR080102000056",NA,NA,NA,NA
"PR080102000056",NA,NA,NA,NA
"PR08010100008A",NA,NA,NA,NA
"PR080101000008",NA,NA,NA,NA
"PR080110000355",NA,NA,NA,NA
"PR080110000355",NA,NA,NA,NA
"PR080110000355",NA,NA,NA,NA
"PR080110000355",NA,NA,NA,NA
"PR080110000355",NA,NA,NA,NA
"PR080110000355",NA,NA,NA,NA
"PR08010600260B",NA,NA,NA,NA
"PR08010600260B",NA,NA,NA,NA
"PR08010600260B",NA,NA,NA,NA
"PR08010600260B",NA,NA,NA,NA
"PR08010600260B",NA,NA,NA,NA
"PR08010600261B",NA,NA,NA,NA
"PR08010600261B",NA,NA,NA,NA
"PR08010600261B",NA,NA,NA,NA
"PR08010600261B",NA,NA,NA,NA
"PR08010600261B",NA,NA,NA,NA
"PR08010600261B",NA,NA,NA,NA
"PR08010600261B",NA,NA,NA,NA
"PR08010600250B",NA,NA,NA,NA
"PR08010600250B",NA,NA,NA,NA
"PR080155000003",NA,0.175810018855199,0.0996227653851229,"ALTA (Extrema Resequedad)"
"PR080155000003",NA,0.456750851271442,0.335322845769389,"INTERMEDIA"
"PR08011000352E",NA,NA,NA,NA
"PR08011000352E",NA,NA,NA,NA
"PR08011000352E",NA,NA,NA,NA
"PR08011000352C",NA,NA,NA,NA
"PR08011000352C",NA,NA,NA,NA
"PR08011000352B",NA,NA,NA,NA
"PR080164000004",NA,NA,NA,NA
"PR080164000004",NA,NA,NA,NA
"PR080164000004",NA,NA,NA,NA
"PR080164000004",NA,NA,NA,NA
"PR080104000156",NA,0.575423092787942,0.37426679845361,"INTERMEDIA"
"PR080104000156",NA,0.382145757448182,0.396070665224982,"INTERMEDIA"
"PR080104000156",NA,0.635157112220603,0.34824700160361,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000156",NA,0.594891003762605,0.266259740699863,"INTERMEDIA"
"PR080104000156",NA,0.610786860434731,0.340013788099675,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000156",NA,0.619331015555518,0.406645175968576,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000156",NA,0.604932186347762,0.469476869824536,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000156",NA,NA,NA,NA
"PR080104000156",NA,0.653616629443314,0.571282491998901,"BAJA (Cultivo Sano/Húmedo)"
"PR08012800015A",NA,0.600642377116723,0.310158292754682,"BAJA (Cultivo Sano/Húmedo)"
"PR08012800015A",NA,0.539745425283909,0.255568118431434,"INTERMEDIA"
"PR08012800015A",NA,0.484299341953109,0.228585630989058,"INTERMEDIA"
"PR08012800015A",NA,0.485202479298108,0.223552593583464,"INTERMEDIA"
"PR08012800015A",NA,0.74698632624797,0.557367673257872,"BAJA (Cultivo Sano/Húmedo)"
"PR08012800015A",NA,0.593466918702393,0.393979921323211,"INTERMEDIA"
"PR08012800015A",NA,0.590991331896461,0.318933704147978,"INTERMEDIA"
"PR08012800015A",NA,0.602334724983318,0.335459746720252,"BAJA (Cultivo Sano/Húmedo)"
"PR080185000003",NA,NA,NA,NA
"PR080185000003",NA,NA,NA,NA
"PR080185000003",NA,NA,NA,NA
"PR080185000003",NA,NA,NA,NA
"PR080185000003",NA,NA,NA,NA
"PR080185000003",NA,NA,NA,NA
"PR080185000003",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR080110000353",NA,NA,NA,NA
"PR08010400164C",NA,NA,NA,NA
"PR08010400164C",NA,NA,NA,NA
"PR08010400164C",NA,NA,NA,NA
"PR080110000354",NA,NA,NA,NA
"PR080110000354",NA,NA,NA,NA
"PR080110000354",NA,NA,NA,NA
"PR080110000354",NA,NA,NA,NA
"PR080110000354",NA,NA,NA,NA
"PR082506000002",NA,NA,NA,NA
"PR082506000002",NA,NA,NA,NA
"PR082506000002",NA,NA,NA,NA
"PR082506000002",NA,NA,NA,NA
"PR082506000002",NA,NA,NA,NA
"PR082506000002",NA,NA,NA,NA
"PR082506000002",NA,NA,NA,NA
"PR082506000006",NA,NA,NA,NA
"PR082506000006",NA,NA,NA,NA
"PR082506000006",NA,NA,NA,NA
"PR082506000006",NA,NA,NA,NA
"PR080102000066",NA,NA,NA,NA
"PR080102000066",NA,NA,NA,NA
"PR08028500007C",NA,NA,NA,NA
"PR080275000019",NA,NA,NA,NA
"PR080275000019",NA,NA,NA,NA
"PR080275000019",NA,NA,NA,NA
"PR080275000019",NA,NA,NA,NA
"PR080275000019",NA,NA,NA,NA
"PR080275000019",NA,NA,NA,NA
"PR08010400150C",NA,NA,NA,NA
"PR08010400150C",NA,NA,NA,NA
"PR08010400150C",NA,NA,NA,NA
"PR08010400150C",NA,NA,NA,NA
"PR08010400150C",NA,NA,NA,NA
"PR08010100010B",NA,NA,NA,NA
"PR08010100010F",NA,NA,NA,NA
"PR080101000010",NA,NA,NA,NA
"PR08010100010T",NA,NA,NA,NA
"PR08010100010U",NA,NA,NA,NA
"PR080101000010",NA,NA,NA,NA
"PR08010100010F",NA,NA,NA,NA
"PR08010100010H",NA,NA,NA,NA
"PR08011000350B",NA,NA,NA,NA
"PR08011000350B",NA,NA,NA,NA
"PR08011000350B",NA,NA,NA,NA
"PR08011000350B",NA,NA,NA,NA
"PR08011000350B",NA,NA,NA,NA
"PR08011000350B",NA,NA,NA,NA
"PR080106000269",NA,NA,NA,NA
"PR080106000269",NA,NA,NA,NA
"PR080106000269",NA,NA,NA,NA
"PR080106000269",NA,NA,NA,NA
"PR08010400151A",NA,0.590617024857236,0.536391184812548,"INTERMEDIA"
"PR08010400151A",NA,0.39628408484813,0.397075572382538,"INTERMEDIA"
"PR080104000159",NA,0.623068611626503,0.303610687550717,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000159",NA,0.69626288766678,0.429835662558738,"BAJA (Cultivo Sano/Húmedo)"
"PR08018500005C",NA,NA,NA,NA
"PR08018500005C",NA,NA,NA,NA
"PR08010100009D",NA,NA,NA,NA
"PR08010100010F",NA,NA,NA,NA
"PR08010100010U",NA,NA,NA,NA
"PR082526000009",NA,NA,NA,NA
"PR082526000009",NA,NA,NA,NA
"PR082526000011",NA,NA,NA,NA
"PR080104000162",NA,NA,NA,NA
"PR080104000162",NA,NA,NA,NA
"PR080110000351",NA,NA,NA,NA
"PR080110000351",NA,NA,NA,NA
"PR080110000352",NA,NA,NA,NA
"PR080110000352",NA,NA,NA,NA
"PR080110000352",NA,NA,NA,NA
"PR080113000425",NA,NA,NA,NA
"PR080113000425",NA,NA,NA,NA
"PR080113000425",NA,NA,NA,NA
"PR080113000425",NA,NA,NA,NA
"PR080113000425",NA,NA,NA,NA
"PR08011300400C",NA,NA,NA,NA
"PR080150000006",NA,NA,NA,NA
"PR08015000004A",NA,NA,NA,NA
"PR080104000155",NA,0.723379454456669,0.577597705574308,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000155",NA,0.751280354938919,0.633228076658688,"BAJA (Cultivo Sano/Húmedo)"
"PR080104000155",NA,0.725658451570713,0.58794948559992,"BAJA (Cultivo Sano/Húmedo)"
"PR08010100014B",NA,NA,NA,NA
"PR08010100014B",NA,NA,NA,NA
"PR08010100019C",NA,NA,NA,NA
"PR08010100019C",NA,NA,NA,NA
"PR08010100019C",NA,NA,NA,NA
"PR08010100019C",NA,NA,NA,NA
"PR080185000006",NA,NA,NA,NA
"PR080185000006",NA,NA,NA,NA
"PR080185000006",NA,NA,NA,NA
"PR08018500001A",NA,NA,NA,NA
"PR08018500001A",NA,NA,NA,NA
"PR08018500001A",NA,NA,NA,NA
"PR08018500001A",NA,NA,NA,NA
"PR08013400002B",NA,-0.010126790321161,0.117395729040948,NA
"PR08013400002B",NA,0.113742041720813,0.14848503433509,NA
"PR08013400002B",NA,0.208121459281693,0.19036844012669,NA
"PR08013400002B",NA,0.215862497628325,0.253700108324537,NA
"PR08013400002B",NA,0.226657388871552,0.259079786390324,NA
"PR08013400002B",NA,0.168982943125989,0.132803805327879,NA
"PR08013400002B",NA,0.0693017215898738,0.164663468348229,NA
"PR08013400002B",NA,0.120713051766986,0.141288626299147,NA
"PR082526000008",NA,NA,NA,NA
"PR08010200051B",NA,NA,NA,NA
"PR080114000600",NA,NA,NA,NA
"PR080114000600",NA,NA,NA,NA
"PR08028500005B",NA,NA,NA,NA
"PR08028500005B",NA,NA,NA,NA
"PR08028500005B",NA,NA,NA,NA
"PR08028500005B",NA,NA,NA,NA
"PR08028500007A",NA,NA,NA,NA
"PR08028500007A",NA,NA,NA,NA
"PR08028500007A",NA,NA,NA,NA
"PR08028500009B",NA,NA,NA,NA
"PR080285000008",NA,NA,NA,NA
"PR08028500007D",NA,NA,NA,NA
"PR08028500006B",NA,NA,NA,NA
"PR08028500004A",NA,NA,NA,NA
"PR08028500004A",NA,NA,NA,NA
"PR08028500004A",NA,NA,NA,NA
"PR080285000012",NA,NA,NA,NA
"PR080285000012",NA,NA,NA,NA
"PR080285000012",NA,NA,NA,NA
"PR080285000012",NA,NA,NA,NA
"PR080285000012",NA,NA,NA,NA
"PR080285000012",NA,NA,NA,NA
"PR080285000011",NA,NA,NA,NA
"PR080285000011",NA,NA,NA,NA
"PR080285000011",NA,NA,NA,NA
"PR080285000011",NA,NA,NA,NA
"PR080285000010",NA,NA,NA,NA
"PR080285000010",NA,NA,NA,NA
"PR080285000010",NA,NA,NA,NA
"PR080285000010",NA,NA,NA,NA
"PR080285000010",NA,NA,NA,NA
"PR080285000010",NA,NA,NA,NA
"PR080285000010",NA,NA,NA,NA
"PR08251000001A",NA,NA,NA,NA
"PR080121000053",NA,NA,NA,NA
"PR080121000053",NA,NA,NA,NA
"PR080121000053",NA,NA,NA,NA
"PR080121000052",NA,NA,NA,NA
"PR080121000052",NA,NA,NA,NA
"PR08010100007B",NA,NA,NA,NA
"PR08010100007C",NA,0.0269227516926285,0.259069403164259,NA
"PR08010100007C",NA,0.148556142863012,0.361213895973625,NA
"PR08028500006A",NA,NA,NA,NA
"PR08028500005A",NA,NA,NA,NA
"PR08028500003A",NA,NA,NA,NA
"PR08028500003A",NA,NA,NA,NA
"PR08028500003A",NA,NA,NA,NA
"PR08028500003A",NA,NA,NA,NA
"PR08028500003A",NA,NA,NA,NA
"PR08028500003A",NA,NA,NA,NA
"PR080113000402",NA,NA,NA,NA
"PR080113000402",NA,NA,NA,NA
"PR080113000402",NA,NA,NA,NA
